reviewerID,reviewText
A216WP7YNC4SX0,I received this as a birthday present  How can I complain  Its a gift card  I need to spend it
A21C6OOHC7RFX9,What can I say it is a gift certificate to Texas Roadhouse that was delivered via email in a few minutes and used
A21C8058YYB5B,Great gift  Bought early to tuck away for Christmas Gave this for Christmas gifts  The pop up was so cute  I got Amazon gift cards for Christmas too this year  Yea  Who doesnt love shopping on Amazon
A21HBURU1H6210,I purchsed a gift card for my Grand Niece for Christmas Great Idea for a  year old She loved it and loves Amazon
A21HIU47ATNWLP,"Its Free And the quality is OK I already got a couple and planning to get more

The eyes of the bear seems to be a bit smaller than the picture

Overall it is a nice bear to have for buying the gift card"
A21Q05GEIW8XCV,Recipient loved it
A222824S98KOQD,I love giving Amazon gift cards for gifts Everyone I know shops on Amazon  this way they can pick exactly what they want
A226ELK3WBRUHM,The gift card and attached card was just perfect
A22FOL5J95N3FM,I gave each of my grandkids a gift card packaged for Easter  They loved them  It would have been better if they came with envelopes
A22KRVZZ1878F,Handy gift Handy gift
A22KVFW6GPMNLO,Card wasnt delivered Had to reorder Missed the needed date Shame
A22LLJTC8P0I5Q,Cute and sturdy little case for a gift card
A22PZT4LYDR9GS,The best thing to buy if you dont know what to get someone let them get what they want They will love it
A22RB5LO8EN87H,Who doesnt love cupcakes
A232ON8P3715QP,Arrived on time Food tasted good
A236661Y0N8BS4,NOT MUCH POINT IF YOU MUST CALL TO INFORM RECIPIENT WHO ACTUALLY SENT THEM THE CARD
A23C4WSNJQPS6X,Great for gift cards
A23ECRNS37DCV,Wont buy because they treated Ivanka Trump rudely
A23MJD6ZWW8J3W,I love it not as big as i though it would be but its still a great size will be able to hold a lot of cards it shipped within  days so that is a bonus as well Oh and it doesnt come with a lock but that doesnt really matter to me
A240TDOH788U36,I gave it a  star only because my estimate deliver day was quite far fetched and I ended up actually getting the cards within days of placing the order
A243XWHROCKWS7,Fast and convenient Convenient and quick ordering
A2481CQ95DZMYV,IT WAS NICE BUT UNECESSARY
A248SRHF7UA8LZ,No issues just as advertised and right on time
A249IW5VVSIF93,Came as advertised and very easy to order  Very pleased
A24AB6DJ00YOJ6,What can one say about a gift card  Nice way to give someone a change to buy what the specifically want  I give these as gifts on a regular basis One of the best ways to provide the appropriate gift for your loved ones  Gave several of these for Christmas to my children who are adults and who also belong to Amazon Prime  They appreciated these gift cards because they can use them for whatever product they are ordering be it diapers or something for themselves  Just be sure to include something personal as well  Kids love to get gifts from there parents regardless of their ages
A24ANNFNMIYGRY,You have the option of them printing a message of your choosing in the card  I did choose to write a few short words and the card arrived without the inscription inside
A24B9W8MGOOYHA,The kids loved it
A24FYVXXYDMB6S,Its a gift with a million possibilities
A24J22KY1UUWFI,A gift card is a gift cardbut the magnetic miniAmazon box makes this an excellent and cool gift
A24L8G3030OWTW,The Xmas gift card is fine but the delivery time was ridiculous I ordered this  gift card at the same time as a  gift card delivered by UPS The  gift card came in less than  days on December th in keeping with the one day Amazon delivery promise The  gift card came  days late to my door by UPS on December  with the tracking info showing the package bouncing between two local SF Bay Area UPS Distribution Centers for a week even though the distribution center received the package in less than two days There was no reason since the address was correct Delivery of these Gift Cards which is nice to physically give to family in hardcopy through UPS cannot be trusted Amazon offered a  discount on my next purchase but this was not even close to the  I asked for to make me a happy customer 
A24LMC4UV2ZMQ6,Classy presentation
A24ZJ8TFBQE4YI,she loved it
A258ACM9C463YJ,The meal and service were excellent
A25E8EAS9WW443,Easy gift giving Picked the amount and the style of card and received it in the mail quickly
A25H73AOAG2LLF,The recipient was very happy I picked the perfect gift
A25ZXTL439N7KV,"Arrived on time
This gift card is my goto gift for my younger sibling my single friends and even married couples and families Why not give the gift of food and have them take a night off from cooking Will definitely order again especially for friends and family who do not live nearby as it also saves me a trip to the post office"
A263HRBBNAB6OK,Two gift cards of different value shipped together but not labeled as to which is which  Awesome Amazonawesome
A26E0WKKS353ML,I thought the gift card would have been personalized on the card Instead it was on the paper it was attached to
A26N03HUDHL83E,What she wanted
A26N2YLUBA9MLH,For no extra money the Amazon gift card came in a beautiful case that makes it a true giftand EVERY one loves an Amazon gift card For no extra money the Amazon gift card came in a beautiful case that makes it a true giftand EVERY one loves an Amazon gift card Plus hanging it from the tree made it extra special
A26OQKOSL40CA,It was great  the daughter loved it
A26PQSIN6SIGK0,It was a Christmas gift and the recipient said hey this is great  Thats all I know
A26R31G3QJWII1,Can never go wrong with gift cards  Perfect and welcome Christmas gift  I find myself purchasing these last minute gifts often
A27136FNTVU2TV,The tin was much larger than I was expecting which was nice  as it was a Christmas gift for my niece And she LOVED it
A2757NU2SDIXBK,Love
A275CDA0HS7PUP,The only downside is that the gift tins have holes in the bottoms for scanning so they really arent usable once they have been opened
A27DI6XESTWREX,My daughter was pleased with the gift She shops Amazon often
A27E218T1641CN,My friend got to eat so thats good
A27HAVPOBMN82J,I liked the design It was cute Great Christmas gift
A27K49BPFN6SFB,Convenience of gift cards
A27T71PPHOB5UR,Super soft bear Great bonus for buying an amazon gift card
A27UJ39QPJ2YUT,its a gift card
A27WYIB5F6MPEV,Came on time looked the same as pictured and had no problem with getting the balance of the cards online
A286TZNAWT5UEQ,Great  reliable buy I will be repurchasing off this buyer someday 
A289A5S7N6RMEI,Birthday gift
A28E37EM63SNJW,Excellent product for gift
A28FZ99M7Z8W6F,"sent this to several family members and the adhesive didnt stick so the popup feature didnt really popupjust hard card stock paper dangling
very disappointed"
A28WVYMAPP3IPY,Easy  Quality card  Came quickly  Only wish there had been a better selection of cards for the occasion
A298G36E92A8A9,received gift card for Christmas activated it  Next time I checked balance someone a used it  times n I had a zero balance Do not send as a gift
A29ARDCPMRZDEY,Ordered card for birthday gift but wad sent a Christmas holiday card with a snow globe No problem it spends the same
A29G348ARWQ5LN,Gave as gift Quick easy way to give a pizza
A29K4KVYEMTXHV,How can you go wrong with a giftcard from Amazon My kids loved the box they came in Thank you
A29LFIMX68F5W,Its gift cards
A29LGLYSB9WQ8H,"I purchased two of these teddy bears and they are even cuter in person I spend a lot at Amazon so when I saw that I could get this bear with the purchase of a gift card I was pretty psyched They are not too big and not too small and their fur is sooo soft

My plan is to donate the bears along with some other toys for Christmas The bears are so cute I kind of want to keep one but kids will get more fun out of them Im sure theyll love them"
A29MV641SWVREV,Great idea as gifts sent from uk excesive postage
A29VBO39QD5E5M,receiver loved it
A2A10PVSEHSGGI,should have email delivery because we lost a lot of time waiting for the card
A2A4EQQ6CC2T8C,"The cupcake tin that I selected to house the Amazon gift card is perfect Its a large white frosted cupcake with blue and pink sprinkles in a blue cupcake cup

I can gift this Amazon gift card and reuse the tin for future Amazon gift cards for example the multipack that doesnt come with a tin"
A2A5MLEFNDFYVE,I consider an Amazoncom gift card to be one of the best gifts I could receive  The fact that Amazon has just about anything you could want on their website makes their gift card a truly awesome thing to have
A2A9GFMSYHKXEJ,Tasted stale like it had been sitting around awhile The box is pretty but fell apart when I used it to store watermelon slices I guess it worked OK as a gift card but as a snack or watermelon storage device I give it a  out of 
A2AF3NUI63LSVR,On time thanks
A2ALQC0YA9552X,"Its a gift card
It worked with no issues"
A2AU1QYE4C5QNO,The cover was all scratchedthis was my big gift for my son and the cover looked terribleyou could see the metal through the brown part
A2AYK2601RHWZN,My granddaughter received the gift card and was very pleased which made me pleased  Thank you very much  I plan to us e the service again
A2AZV02MSZZNP0,Perfect gift and delivered on time
A2B083U0G1MOKV,Very easy to use  Use your cell phone and give the gift card code
A2B1V1O05QKSED,Christmas present for the wife She loves it
A2B69CZ1JT3PKS,This is a great gift for anyone as well as great to receive Perfect for people that are hard to shop for
A2B6HKN57NS1BM,The Amazon gift card was a great add on for the Kindle given as a gift  The recipient was able to start reading right away
A2BIOV8UV9IKA4,This was great I ordered for a gift for employee and they loved it Loved the gift cards  I bought them for Christmas gifts for my employees and they were very happy
A2BJC2VFYLR44O,I ordered my gift cards yesterday about noon and they arrived at my door before  oclock this morning  I had read some reviews of extended shipping times so I expected during this busy season it may take a bit longer  Wow  What service  Thanks Amazon
A2BOE0TMJYF4FG,Fast shipping and cute tin
A2BPNQGE23J3TD,Fast delivery with a card Exactly what I wanted
A2BRDHGO578MO0,My son loved it Now he can listen and download whatever song he wants
A2C050S9QMSK49,I didnt hear any complaints from the recipient To me that is a great review Personally I would greatly appreciate a gift card from amazon I liked the speed in which I received it for gift giving
A2CM8GX57CI89H,As expected  What can you really say about a gift card  lol
A2CT7SUQNE2FAB,Cute magnetic box Great box for a Christmas present
A2CVXUY1EYQGGA,Gave these gift cards to each of my daughters who love Sephora products and thus really appreciated getting these gift cards as stocking stuffers
A2CX84QNFTQAZP,Seriously who doesnt love an Amazon GC Quick shipping as usual and nice box These are one of the best gifts to give and receive What more can I say
A2D900CBZQCY19,Loved the box it was a nice touch 
A2DDP5LA9ACQEK,love me some dominos
A2DF0ITDOCYV95,Very satisfied  It met my expectations
A2DLGLMV8982MR,always a good gift
A2DM23YK20A4GG,How can you go wrong with an Amazon Gift Card  The card itself is great but I ordered this card for my soninlaw for Christmas  He and my daughter are in the Air Force stationed in Guam and I wanted him to receive it by Christmas  I received notice that the Card would not get to him until January this I received another notification in January that it would be January   My soninlaw did not receive the Amazon card until January    There was no other notification that it would be after January 
A2DSBWRA827XOF,What could be better than an Amazon gift card  Now the recipient has virtually unlimited choices for what he or she wants or needs  Plus they can always veg out and binge watch some great TV episodes or movies from any era
A2DTGVEBX2WFZ9,and i have prime for two day ordering And it was only a gift card  I find that odd and they didnt tell me it would be late This is disappointing as it is a gift
A2E15IVP50TTZ1,we all know you can get anything on Amazon so why not gift amazon The box was perfect for spicing up the presentation of giving a gift card I will definitely use it again
A2E2OCH8L8BGC3,Great to give as a gift
A2E31X6QHJY5M3,Its a gift card What can I say
A2EAW9TQ3AYYYS,It was the cutest most clever gift box ever The recipient was amazed and at least one guest at the celebration made it known he would like the same gift for his celebration
A2EF29PGCKKK8C,I think my grandson is enjoying the gift  I have not heard so just am assuming
A2EG6GGHXWFN3G,Received myself Netflix card other items coming today Do I get a free gift for ordering
A2EIT1N3POCFP0,The gift card was applied to my purchase in a seemless transaction  A great way to reduce price of item  Thanks Amazon
A2EPDFMYYH0RZ5,Gave these as Easter gifts and the recipients Loved them  and Love going there for their subs  Thank you Seller and Amazoncom The person I gave this to for her Birthday really thought the presentation was Great and loved the Amazoncom gift card too
A2F5FPMMXFT8AI,Bought it in Feb Use it successfully in the Texas Roadhouse in my town yesterday It is easy to check the balance using the Phone number on the back The bear is really cute easy touch and soft I like to hold it when sleeping But the surface is nonremovable A little hard to wash it The gift card is also easy to use Like it very much Hope we can have different type of bears to choose next year I am a little pity I did not have such a bear last year
A2FCFISG4G2WEF,I loved the cards they matched the gift cards they were great and a big hit to the recipient Thanks
A2FHBHFT2ZHLU,What can I say its a gift card
A2FIQEEXB9182T,Perfect gift for the person that has everything
A2FJGG9JNDP3VF,its a gift card whats more to say  who doesnt love getting a  gift card
A2FLG5KQTIXM00,Cant go wrong with giving these as gifts
A2FMQVAFXESVMY,I accidentally purchased this for a friends baby and find out I cant get a refund on it I meant to purchase a gift certificate for baby merchandise The theater isnt even close to the person I sent it to So I just threw away 
A2FQQTL0KLGX3T,Not accepted at Taco Time  FRAUD
A2FYOELGYTSP9,The design is excellent and Amazon gift cards are always welcome  However it took an inordinate number of days to arrive when it was supposed to be next day  The cards I purchased  or  were actually delivered  days later  I was surprised at this because with a distribution center about  miles from our house I am used to getting everything within a day or two
A2G8D9W3EGJL12,Cant wait to use it 
A2GAY2M7ZKQT6J,Dont know how to use these
A2GBXL1PTFY2OS,Excellent gift for anyone  it arrived so quickly
A2GDE5MCWPLSYK,who can go wrong wwith a Sephora gift card
A2GEMAR5V60O2Z,The box was great and received in a very timely manner
A2GG6N27HVUKIG,Yay
A2GL9GPLL3172J,Fast arrival Everyone that received the Amazon gift card commented on the wonderful box and decorative box
A2GMLLK2W83JAO,Awsome She love her present
A2GNJ9XB34OPX8,Daughter in law will love it
A2GNZITHG06UE3,It arrived fast and worked when I went to use it As others have said theres not much you can say about a gift card I got it as a Prime Day deal   for  so I was happy to save  The cardboard that the gift card is glued to was all ripped and taped up when it arrived  weird  so I checked the balance to make sure it was a legit gift card before using Bought as a lightning deal and received it promptly It worked when I went to use it Its a gift card so not much to say I got a Lightning deal for  off and it arrived fast Ive used it already and its valid It worked as advertised I got the email immediately after purchase and used it at Panera the next day without issue It worked and had the  value as described
A2HPKHEC21T9N9,you guys sent this BIRTHDAY gift card for ym FRIEND to ME arghh
A2HRREF9F8X6KP,it was a gift  arrived undamage and was received well
A2HWGC4JKZJ9YN,Ordered the birthday cupcake tin but it arrived dented It was a gift so that was disappointing
A2I39ZZ9RVD4HC,Recd in  day was able to use a promotional credit I had and you can use at other participating restaurants also
A2I6BKD3N109QO,I loved the cute tin appropriate for any age saved me from having to get gift card holder
A2IS5VMLH4RCEE,I ordered a Gift Card from Amazon with my Credit Card points and it worked wonderfully The support crew were very helpful and the ease of using the card couldnt be better Thanks Amazon
A2IXMCWJYEQ7CI,They come in a nice little silver box with a bow Just like any gift card it is a smooth transaction and who does not love Whole Foods
A2J6HMVMTGEIDT,Well if you want  to eat a Buffalo Wild Wings these cards work like actual money there ummmmm if you like Texas Roadhousethese are as good as actual money there lol
A2JCUY769II5B5,Fast shipping and great gift Fast shipping and super cute design Fast shipping and perfect design as a graduation gift Arrived quickly  Very cute and recipient loved it
A2JF7UOFZRH8XQ,A nice package for a gift card
A2JM6O7LIUZNPS,Gift card received quicklyno issues using it
A2JML0FQHELQG5,Got this as a gift for one of our kids  Was an excellent deal on Amazon Prime
A2JMO56X9JD1NG,Cant miss with a gift card
A2JPDCPLA8CQRG,What can you say to review a gift card  It works and its useful
A2JSLX4ZA6OJUU,I received the card from my daughter I really like gift cards because of my kindle It allows me to purchase books with free money This time I used it to buy a kindle book and a hard cover book for a church class
A2JVE42G8YHFMG,Have as gift Perfect well received
A2JZ37R59TBOV0,Gift card never got to me it was  waisted 
A2K7L9SL95BYFA,Gift cards are wonderful
A2KCRHRLDZ2I93,Best way to buy gifts for my office employees Who doesnt love an Amazon Gift Card  This is the way to go
A2KERA99MKKC0U,Never received  will never order gift cards ever again
A2KIORA9A2V7OO,came so fast i love the way it looks great gift my son will love it Nice gift for graduation present
A2KJVSM884509P,Used for gifts They can get what they want or need Cute wrapper as well
A2KO8CVT1I14QG,No issues as advertised
A2KRAF2WA2M35I,I bought this with off ok it is good
A2KZBIX2AP7VU4,The cards are OK but packing is embarrassing I have to take cards out and give to people without  the box  On some of the boxes the yellow bow is fell out and somebody try to use cheap scotch tape to tape it to the box
A2KZIOSP5882QT,The only down side was that the person receiving the gift had no idea who it was from  I would have thought that you would say who it was from
A2L509OS8X8ABL,Great for a gift idea
A2L729P78RL64J,Nommm
A2LI42T6RLJ54N,Never disappoints
A2LSHETKXEOX3B,My father loves it He could go online and use it easily Great looking tin great for a gift Male or female
A2LSPLP7IGJFI9,Be aware that Amazon gift cards have a scratch off code on back I bought  gift cards  they arrived together but this one was not wrapped I did not know about the scratch off and gave to my grandson for Christmas He called me a couple of weeks later and he was trying to enter code but it said it had already been redeemed by another account I immediately called Amazon and was told there was no return on gift cards since it was redeemed after I received Merry Christmas to the Amazon employee who stole the  gift card code from my grandson I will never buy another Amazon gift card again They know who redeemed it but could not tell me I wrote a check to my grandson No compensation from Amazon
A2M494YU7Z9ZVY,Very convenience
A2M59RS2NVDP8B,Always a great gift for and Amazon shopper
A2M7UEKY994KUM,The product page shows a blackpink card but what was received is a blackyellow card
A2MA9HJXWL5KJ4,very  satisfied
A2N0ZZCPOWHWX2,Not much to say other than my daughter was happy to receive it
A2N50BRYHZHNSB,This is what my daughter in law asked for Christmaseasy Peasy
A2N593BNQQT32S, gift card for cant pass that up
A2NL26MAT75WIM,Cant go wrong with this gift  My friend loves amazon and loves sweets  Just put it in a small gift bag with a few other novelty giftsperfect
A2NO041J69HR53,Used this for cards at my wedding worked well but the toplid was slightly crooked You can get the same one as michaels or Joann fabrics for the same price
A2NPTMYFJNDIA5,Good as always Rubios fish tacos are perfect
A2NREESYIM2D0I,Perfect for the occasion
A2O3Y67CN851SU,My daughter told me about your new store opening near her in Reston Va and showed me the merchandise that you have that is so useful
A2O7Z12YVGVJG3,I liked the gift box that the card was in
A2O8JC0V6GTM8N,Who can not love a gift card
A2O90GE4PDVUN4,teddy bear is brokennot even gonna
A2O97DHDW7LVUI,Its the fastest way to send your gift card to your recepients and also the most economical as you save mailing cost
A2ODDARMC293S2,bells were all smashed on itother than that it looked okay
A2OEWD5YSWO8QV,No customized gift notice was put in with the gift card as it was supposed to be The recipient had no idea who sent the card
A2OI0SGDNK5GH,Its a Christmas gift Im sure my son will love his gift
A2ORL1G0ZHAKZN,Nice gift card
A2OY3SLNY6C11C,Always a good gift for anybody anytime
A2P1QTN6HF5Z8H,On the card it say cashier must activate Shouldnt it already be activated
A2P2USEDINHUQ7,a datahookproductlinklinked classalinknormal hrefIHOPGiftCarddpBEPRPErefcmcrarpdrvwtxtieUTFIHOP Gift Card anbspsold by Sold by ACI Gift Cards Inc
A2P6YQ3C9LYN0V,our granddaughter loved this card with the gift card
A2PFSTVR873KLJ,A Christmas giftthe box was adorable
A2PMBC5I27JHYN,It gave me what I wanted a gift card It a gift card it works
A2PMNNU4GAZRH5,Real not fake
A2PMTO8SES293L,Made a great gift Looked really nice when they opened the package
A2PTNDFMVBU5ME,Arrived in great time Couldnt be happier
A2Q44DQZ6IOVJF,I havent had any troubles using the card Its easy to redeem can be used anytime and makes a great gift
A2Q5X7XOBKG5QA,Used it for dinner tonight  Now I want to go back for breakfast  I already knew they had BIG delicious shakes
A2QF0JY6U2IU0R,Ive gotten so many compliments on how awesome this box looked  There have even been suggestions for how many other uses this box had  A very nice tin indeed
A2QMQQT48KT8Z5,just received it it is a friends anniversary gift
A2QVGIBSIBMH5G,Worth every cent
A2R6FX80N3Y2SX,The bear is so very soft and I already used up most of the gift card with my shopping on Amazon  Should have bought two  For the people looking to give this as a gift it is adorable and a good buy
A2R6Y7MXQRKD4X,Yay money
A2R95Z7PTF5ZRO,"I have several of the annual Amazon Gund bears and like the others this one is excellent quality It is well constructed and soft The gift card is attached with a red ribbon which can be removed if you want to give just the bear as a gift or replace the higher value gift cards with a smaller denomination for younger children Another great holiday bear in the Amazon collection Ive been ordering the Amazon holiday bears since they first came out These are exceptional quality Gund Bears with an Amazon logo worked into the design This years bear  the ninth in the series  has the logo smile embroidered on the sole of the left foot It is very soft and cuddly with red snowflake fleece for mittens and cap
I spend a lot on Amazon over the holidays mostly for local charities so I end up using the gift card myself The bear becomes a gift again usually for a local charity Winwin all around Thank you Amazon"
A2R9H1WNIN06GN,Gift card was ordered on  and wasnt delivered till  Im a Prime client
A2REP0D6CS3I6Q,Who wouldnt want to get a gift card  I loved the container very clever
A2REWGVQ206NX,great card holder Cute and soft
A2RNEP7OMP5K2Z,I was very hesitant about the reviews but I had an amazon gift card and buying actual makeup products from amazon is even sketchier so I went for it I got the codes in less than  minutes hopped over to my Ulta cart on the app and paid It worked perfectly and so easily TG I guess you just get lucky or you dont
A2RRV43F9IR1NJ,What can you really review about a gift card
A2RUCB0AEB6D4R,Great size to put in an envelope to mail
A2RWMAGIZMXZKW,Who doesnt love getting an Amazon gift card  Its the perfect gift for all occasions
A2S4RA17IOAJN9,Nice presentation and useful tin for little items but boy was delivery slow  Consider this when you order it before Christmas or youll have a New Years gift
A2S5GLNZA9BKSO,I sent this to my  year old son living out of state  It was a surprise and not only did he love the card he absolutely loved the magnetic box  It was too cute not to buy  I also got next day delivery for free  Could not be more pleased My nephew was happyof course  Such an easy way to send that special grad a gift and the box is adorable
A2S6IGGL85ZC50,Excellent for the teenager that is so hard to shop for  Thank goodness for these Cant wait until my grand daughter gets it
A2SI3L2BOVY1H7,Teachers favorite is that you Yes Yes Yes
A2SNPWG1K33VDD,I love getting them love giving them
A2SYY1V4YH341O,I really like this gift card because there card holding wrapping is perfect
A2T3E1ZWEI2M0C,This is the fourth time that Ive purchased an Amazon gift card  The thing that I enjoy the most is that the card will be delivered the very next day even if youre not an Amazon prime member  This is a perfect gift considering Amazon has almost anything that you can think of
A2T47PTCHQLOIU,purchased for employee appreciation the cards come with an envelope
A2T6ZKZDGQOBLR,That little tin is a cute idea It was a birthday gift The birthday boy liked it We might order something similar at a later date
A2T9GUXW71S1XJ,Love the mounting bracket and swivel feature
A2T9Y03KU7MZF8,Cool Amazon Gift Card holder  Resembles actual Amazon packages you get shipped in the mail  Would definitely get again
A2TADHSCOEOA4J,This item was so appreciated by a Grandchild that I can no longer buy items for  Im sure everyone with children  Grandchildren will understand when I say he is fourteen now
A2TDXJVY18KUHH,This gift card was a gift for my grandfather who loves to purchase books for his kindle off of amazon Delivered within  days and came with a card and envelope
A2TE35JPHQ03A1,took forever to arrive in my inbox
A2TFGEBCVWCI8O,"Hi

Its a cheap and dirty trick played by amazon with these gift cards Amazon has a control over what products one can purchase using gift card balance yes you got me right not all of the products can be bought using gift cards So you are kind of forced to chose product which are eligible to be purchased using gift card I do not want this Its my money why the hell amazon tells me what I can or cannot Crap service Crap products"
A2TO8JC69X9TVE,These make great door prizes for our fundraisers  Serves the purpose of thanking participants and monetary value
A2TPTKDZWWLCFT,Fast Delivery worked out perfectly was able to use the gift card the same day
A2TQF9EX52WZIE,Nice fast delivery
A2TRJY9JJVB8M4,What can I say Its a gift card My wife was very pleased
A2TWLGY9P6J5SP,Admittedly the gift boxes for these Amazon gift cards do not look as nice as in the pictures but the gift boxes are free and so is the shipping The same cannot be said of many other retailers and their packaging is on par or less than Amazons If you dont like how they look when they arrive then simply purchase a boxcard that you prefer Not sure how people can knock more than two stars off for a free box
A2TWTXIBLAGJOK,This is a great presentation for a great gift card really made for a nice gift to give away at our event
A2U1LB45P6Q1UA,Perfect gift for the teenager that has everything You can never go wrong with giving a gift card from one of their favorite stores Money money money Lets go shopping x
A2U1YF88VTU033,Perfect for a gift or for yourself Easy and arrived quickly
A2UFL7UTPLX0MS,Spare gift cards in case i need them
A2UH5GXHHSHTXB,Takes too long
A2ULTKGPP2VO5D,They were not activated
A2UVBFZS2HXRSD,Its Starbucks
A2UXBG4HVUMS1O,Ive bought quite a few of these for my wife now  They always arrive in time and weve never had an issue using them at the store
A2VCP9KU1C96ZO,This was a awesome gift It arrived the next day Blazing fast Card looked really nice and the box was perfect Cant go wrong with this gift
A2VMJ782MOTEIF,We gave this as a birthday gift and they really loved it The tin is reusable and the gift card is rechargeable win  win They were also able to deliver it SAME DAY which was absolutely amazing
A2W263R6IUM3LO,Love these gift cards in  increments especially if you have teenagers
A2W6AE4H1N14Y4,It was super simple to use only thing is that you need to make sure you have the print out they dont accept it if you show the picture
A2W76A5HD75RT5,couldnt be easier for that hard to please person
A2WLSI7C1U4KJ8,Very cute and Amazon gift cards always great gift
A2WMUQN8W61T8O,This was a Christmas  gift  She loved it
A2WUX5N91LSRNC,Recipient was very pleased
A2WXYCMJ938F20,A quick and easy way to go for giftgiving
A2WY7PB7RHHG2Q,Ordered an Amazon gift card it was here less than  hours later Easy breezy Love this place Will order again and again and
A2X7NRLV4NAWJA,Card tin packaging very nice and impressive Delivery super fast
A2XFGA3NEMZI9E,I couldnt think of the perfect gift however knew Amazon had pretty much everything on anyones wish list  So purchased this gift card with the beautiful packaging  It arrived on time as stated and most of all the card holder was great It gave the gift card that extra sparkle that I was looking for 
A2XMEQQNBFSBTW,Great gift box much nicer than expected
A2XOBPYGDSQIG4,Ordered two cards only got oneno idea who to contact Been on Amazine for  minutes looking for customer service and the appropriate section
A2XTL6M4FEH28G,Disappointing Bought a  gift card and it only came loaded with 
A2XYWMJK8CH6EB,Love Amazon
A2XZGJS14895GK,I bought this as a gift for my grand nieces sweet sixteen She will love it  Very cool design
A2Y0QZQ9LGAM44,SUPER
A2Y3C56UPVMLJR,Received these very fast  Beautifully Gift Boxed and the gift card inside is very bright and pretty  There is no need for wrapping these items they are already to give  I think the recipients will love them  Thanks so much for a very nice and easy way to give a gift
A2Y471HQR3TFYI,I hope my nephew likes it
A2Y4BQH571WDZW,Cute way to give a birthday gift card 
A2Y4EM6YH8SQHC,My husband loved this ornament box and the GC inside  To me it was just too plain  Last year I got him the Snowflake GC which to me was prettier but still manly  Im sure Ill be back next year for another  We love Amazon  We are very good customers
A2Y5AF9RG98JFO,Perfect email gift csrd
A2Y6GENWLYOSDK,"I laughed when I noticed I was asked to give a review on this It is an Amazon gift card and it worked so  stars  
Oh and it arrived on time  Amazon I still love you"
A2YIKJ64KCSCW3,A fast and easy purchase of an item I needed  A very hard to find item locally  Given thumbs up
A2YITC71TT01DG,This was a gift to my daughter and when she went to use it it didnt work I tried to come on Amazon to report it and it says window for return is closed I was completely ripped off Dont buy this
A2YPJ2SHJ9HSUQ,Great gift card Used it on a trip Shipping was extremely quick No hassles at all One of the best places to eat and have fun Great gift card and free shipping
A2YVW34OICWRCZ,Order now get in a day free shipping Well I ordered this almost  weeks ago still havent got it I was originally charged  for shipping after chat they removed that I am so upset it took  weeks to get and I wont have it to my mom for mothers day ParcelPool fail USE USPS
A2Z44ZFSTKEATX,Bought the gift card so Dad could purchase more books for his kindle  Looking forward to buying Alex Cross Merry Christmas Gift cards are great for people who buy books online
A2Z5FKMWQVSD2O,Love the mini Amazon box
A2ZIDLO63DXZ9D,I received a gift certificate from the grandkids  it was one they printed out and colored I thought it added a personalized touch to a gift card I hung it with the rest of the fridge art  of course after I loaded to my account  Great idea thank you amazon
A2ZLID45DURGHM,Nice presentation for a wellreceived gift They arrived within days so it was fast and easy to give for office holiday presents
A2ZMJQIBNKDRMN,This is one of the most innovative gift card boxes Ive ever seen It made a simple gift card something to covet Highly recommend and hope Amazon introduces more gift card boxes like this one
A2ZQ26IXZ9TU1F,Grandson very pleased with his gift card
A2ZSKK1LWJJCXM,will use  this again  very happy
A2ZUI5UPLL2726,Delivered straight to her inbox immediately Shes delighted
A2ZVK9LKI9I55J,A fun gift
A2ZW8U8J565M6H,Wonderful choice and the card I chose could have also doubled as their Christmas card It was a nice quality but not really fancy Easy transaction and came on time Overall I am very happy with the gift card and card that it came in Wonderful choice of gift came in a timely fashion and the box was really cute that it came in One thing I wasnt fond of is that it did have a cut out at the bottom of the box where I assume Amazon scans and loads the giftcards It would be nice if it were a regular box without a hole in the bottom Overall this was the perfect gift whatever they wanted for the amount I sent and a cute way to deliver
A2ZXJI6W5RW6XX,We gave this to our mail carrier for Christmas Made shopping for him so easy and his eyes sparkled when he saw it Will buy more for next year
A2ZZRH4FDYTQFN,gift cards are great worked for us gift card
A302X54N5J0BT,It was a perfect gift for the nieces and nephews They loved the tin
A3073ZKSB6KLQ1,love it got it from a flash sell psgift card this was the most lucky deal i have made i really enjoy it for myself
A3095MGO2HGGNR,First time Ive ever had a problem with getting an item through Amazon but since I never got my gift card but got charged for it I have to rate this pretty low I guess what bothers me most is that Amazon wants to make it hard to contact them The online manage your stuff section did me no good as I couldnt tell them it got lost nor could I tell them to cancel it and lets try again The card has been stuck at some mail sorting center in Capitol Heights MD but I have no tools or options to fix this situation Ive always been pleased with Amazon and although they dont control much of the logistics they need to take more responsibility as the point of contact with the end customer
A30JGXPEJZE0WX,Always good to have  I buy and use when the kids are invited to parties or just good to have on a rainy day
A30OXHAIAH6H02,This was a gift for my brother Arrived as scheduled and its a great idea by Amazon with everything being electronically distant and detached
A30TOCPVD9ASH4,My kids LOVE these things  They can get what they really want without the hassle of going to the mall
